Transcripciones/birmingham.ac.ukpos\Pagina62.txt.csv;Beca DeepMind;Reino Unido;Maestría;University of Birmingham;La Escuela de Ciencias de la Computación de la Universidad de Birmingham se complace en anunciar tres becas, generosamente financiadas por  DeepMind , que están abiertas a los solicitantes que actualmente tienen una oferta condicional o una oferta incondicional para la Maestría en Inteligencia Artificial y Aprendizaje Automático.;https://www.birmingham.ac.uk/postgraduate/funding/deepmind-scholarship.aspx
Transcripciones/scholarshipsads.com\Pagina63.txt.csv;Becas Británicas Chevening;Reino Unido;Maestría;Gobierno del Reino Unido;Las becas británicas Chevening 2022 están abiertas para países en desarrollo, países de la Commonwealth, países Chevening. La beca permite programas de posgrado a nivel de maestría en el campo de todas las materias que se imparten en universidades del Reino Unido.;https://www.scholarshipsads.com/british-chevening-scholarships-for-international-students/
Transcripciones/globalink.mitacs.ca#st\Pagina64.txt.csv;Globalink Research Internship;Canada;Pasantía;Globalink;Becas ofrecidas para estudiar en Canada;https://globalink.mitacs.ca/#/student/application/welcome
Transcripciones/scholarshipsads.com\Pagina65.txt.csv;Programa Conjunto De Becas Para Graduados Del Banco Mundial De Japón;Estados Unidos, Japon, Africa;Maestría;World Bank’s Development Economics Vice Presidency (DEC);El programa conjunto de becas para graduados del Banco Mundial de Japón 2021-2022 está abierto para los países en desarrollo miembros del Banco Mundial. La beca permite programas de nivel de maestría en el campo de múltiples materias, temas relacionados con el desarrollo que se imparten en universidades de Japón, universidades de EE. UU., Universidades de África.;https://www.scholarshipsads.com/joint-japan-world-bank-graduate-scholarship-program-2021-2022/
Transcripciones/worldscholarshipforum.co\Pagina66.txt.csv;Becas de Master of Data Science Entry para estudiantes internacionales;Australia;Maestría;Universidad de Sydney;La Universidad de Sydney ofrece becas para estudiantes internacionales para las tomas de 2021. Las becas están disponibles para candidatos de alto rendimiento que comienzan en el programa de grado de Maestría en Ciencia de Datos (MDS).;https://worldscholarshipforum.com/es/M%C3%A1ster-en-becas-de-ingreso-en-ciencia-de-datos-para-estudiantes-internacionales-en-Australia-2018/
Transcripciones/scholars4dev.com228\Pagina67.txt.csv;Becas Eiffel en Francia para estudiantes internacionales;Francia;Maestría, Doctorado;Gobierno de Francia;El programa de becas Eiffel Excellence fue establecido por el Ministerio francés para Europa y Asuntos Exteriores para permitir que las instituciones de educación superior francesas atraigan a los mejores estudiantes extranjeros para que se inscriban en sus programas de maestría y doctorado.;https://www.scholars4dev.com/2282/eiffel-scholarships-for-international-students/
Transcripciones/ethz.chstudentsenstud\Pagina68.txt.csv;Programa de becas y oportunidades de excelencia;Virtual;Maestría;ETH Zurich;El Programa de Oportunidades y Becas de Excelencia (ESOP) apoya a los estudiantes con una beca, tutoría y una red de la Fundación ETH. La beca cubre todos los costos de estudio y de vida durante el curso de maestría.;https://ethz.ch/students/en/studies/financial/scholarships/excellencescholarship.html
Transcripciones/scholars4dev.com978\Pagina69.txt.csv;Programa de becas VU Amsterdam para estudiantes internacionales;Paises Bajos;Maestría;VU University Amsterdam;El programa de becas VU (VUFP) ofrece a los futuros estudiantes talentosos que no pertenecen a la UE / EEE la oportunidad única de obtener una maestría en la Vrije Universiteit Amsterdam.;https://www.scholars4dev.com/9784/vu-university-amsterdam-fellowship-programme-for-international-students/
Transcripciones/scholars4dev.com219\Pagina70.txt.csv;Programa de becas y liderazgo de Oxford-Weidenfeld y Hoffmann;Reino Unido;Maestría;Universidad de Oxford;El Programa de Liderazgo y Becas de Oxford-Weidenfeld y Hoffman apoya a estudiantes sobresalientes de economías en transición y emergentes en África, Asia y América del Sur para obtener un título de posgrado en la Universidad de Oxford.;https://www.scholars4dev.com/2191/weidenfeld-scholarships-at-university-of-oxford/
Transcripciones/sciencespo.frstuden\Pagina71.txt.csv;La beca Emile Boutmy;Europa;Pregrado / Licenciatura, Maestría;Sciences Po;Recibe a los mejores estudiantes internacionales de fuera de la Unión Europea. La beca Émile Boutmy se otorga a los mejores estudiantes cuyos perfiles coinciden con las prioridades de admisión de Sciences Po y los requisitos de los cursos individuales.;https://www.sciencespo.fr/students/en/fees-funding/financial-aid/emile-boutmy-scholarship
Transcripciones/shu.ac.ukInternatio\Pagina72.txt.csv;Becas Transform Together;Inglaterra;Pregrado / Licenciatura, Maestría, Doctorado;Sheffield Hallam University;Las becas Transform Together son exclusivamente para estudiantes internacionales que comienzan un curso impartido a tiempo completo en 2021–22. Una exención de la mitad de la tarifa (50% de descuento) está disponible para cursos impartidos de pregrado y posgrado durante el primer año de estudio. ;https://www.shu.ac.uk/International/Fees-scholarships-and-discounts/Scholarships-discounts-and-bursaries/Transform-Together-Scholarships
Transcripciones/scholars4dev.com233\Pagina73.txt.csv;Premio Karen McKellin International Leader of Tomorrow de la Universidad de Columbia Británica;Canada;Pregrado / Licenciatura;University of British Columbia;El premio Karen McKellin  International Leader of Tomorrow reconoce a los estudiantes internacionales de pregrado que demuestran logros académicos superiores, habilidades de liderazgo, participación en asuntos estudiantiles y servicio comunitario, y logros reconocidos en otras áreas clave.;https://www.scholars4dev.com/2333/ilot-scholarships-at-university-of-british-columbia/
Transcripciones/sydney.edu.auschola\Pagina74.txt.csv;Beca internacional de la Universidad de Sydney;Australia;Maestría, Doctorado;Universidad de Sydney;Una beca de investigación de posgrado. Beca anual de $ 35,629 para apoyar a estudiantes internacionales de posgrado de alta calidad a estudiar una maestría por investigación o doctorado.;https://www.sydney.edu.au/scholarships/e/university-sydney-international-scholarship.html
Transcripciones/ucl.ac.ukscholarshi\Pagina75.txt.csv;Beca Denys Holland;Reino Unido;Pregrado / Licenciatura;University College London;La beca Denys Holland tiene como objetivo apoyar a los estudiantes de pregrado que, sin apoyo, no podrían obtener los fondos necesarios para estudiar en UCL. Hay un premio para 2021/22.;https://www.ucl.ac.uk/scholarships/denys-holland-scholarship
Transcripciones/fulbright.edu.cobeca-fu\Pagina76.txt.csv;Beca Fulbright para Comunidades Indígenas;Estados Unidos;Maestría, Doctorado;Agencia de los Estados Unidos de América para el Desarrollo Internacional (USAID) y la Comisión Fulbright Colombia;La Beca para Comunidades Indígenas hace parte de una iniciativa conjunta entre la Agencia de los Estados Unidos de América para el Desarrollo Internacional (USAID) y la Comisión Fulbright Colombia para promover el acceso a oportunidades de educación de posgrado por parte de jóvenes líderes de comunidades étnicas del país, comprometidos con el desarrollo de sus comunidades.;https://fulbright.edu.co/beca-fulbright-para-comunidades-indigenas/
Transcripciones/fulbright.edu.cobeca-fu\Pagina77.txt.csv;Beca Fulbright Minciencias;Estados Unidos;Doctorado;Ministerio de Ciencia, Tecnología e Innovación – Minciencias y la Comisión Fulbright Colombia;El Ministerio de Ciencia, Tecnología e Innovación – Minciencias y la Comisión Fulbright Colombia unen esfuerzos institucionales y presupuestales para apoyar la formación de alto nivel de profesionales e investigadores colombianos.;https://fulbright.edu.co/beca-fulbright-minciencias/
Transcripciones/fulbright.edu.cobeca-fu\Pagina78.txt.csv;Beca Fulbright Saldarriaga Concha;Estados Unidos;Maestría;Fundación Saldarriaga Concha y la Comisión Fulbright Colombia;La Fundación Saldarriaga Concha tiene como propósito transformar a Colombia en una sociedad solidaria que reconozca y respete a las personas con discapacidad y las personas mayores. Para dar cumplimiento a este objeto se estableció en los estatutos que la Fundación apoya, promueve, financia y patrocina la formación, preparación y capacitación de las personas, mediante auxilios, aportes subsidios y programas;https://fulbright.edu.co/beca-fulbright-saldarriaga-concha/
Transcripciones/studyinflanders.bes\Pagina79.txt.csv;Becas master mind;Belgica;Maestría;Ministerio de Educación y Formación de Flandes;El Ministerio de Educación y Formación de Flandes otorga becas para programas de maestría en Flandes y Bruselas a estudiantes destacados de todo el mundo. Una beca Master Mind incluye una subvención de 8200 € + una exención de la matrícula por año académico (60 ECTS).;https://www.studyinflanders.be/scholarships/master-mind-scholarships
Transcripciones/scholars4dev.com382\Pagina80.txt.csv;Becas Türkiye para estudiantes internacionales;Turquia;Pregrado / Licenciatura, Maestría, Doctorado;Gobierno de Turquía;Becas Türkiye es un programa de becas competitivo financiado por el gobierno, otorgado a estudiantes sobresalientes para realizar un programa de tiempo completo o de corto plazo en las mejores universidades de Turquía. Las solicitudes estarán abiertas a los solicitantes que deseen estudiar a nivel de licenciatura, maestría y doctorado.;https://www.scholars4dev.com/3829/turkish-government-scholarships-for-international-students/
Transcripciones/unisabana.edu.coind\Pagina81.txt.csv;Beca excelencia;Colombia;Pregrado / Licenciatura;Universidad de La Sabana;La Beca Excelencia tiene como objetivo fomentar y premiar la excelencia académica de los estudiantes de último grado que demuestren vocación y aptitudes para cursar las carreras de la Facultad de Ingeniería;https://www.unisabana.edu.co/index.php?id=3180v
Transcripciones/unisabana.edu.coind\Pagina82.txt.csv;Beca Sabana ;Colombia;Pregrado / Licenciatura;Universidad de La Sabana;"Beca otorgada por la Universidad de La Sabana a estudiantes beneficiarios del ICETEX bajo la alianza del ICETEX y la Gobernación de Cundinamarca ""4 por uno opción de vida""";https://www.unisabana.edu.co/index.php?id=10386
Transcripciones/uexternado.edu.cobi\Pagina83.txt.csv;Becas crédito Universidad Externado de Colombia;Colombia;Pregrado / Licenciatura;Universidad Externado de Colombia;Este programa tiene como objetivo apoyar a jóvenes aspirantes que poseen dificultades económicas para adelantar sus estudios en educación superior.;https://www.uexternado.edu.co/bienestar-universitario/programa-de-becas/
Transcripciones/rel-int.usal.esimagesd\PDF1.txt.csv;Becas Internacionales Universidad de Salamanca;España;Doctorado;Universidad de Salamanca, Banco Santander;La movilidad internacional favorece la atracción de talento a las aulas universitarias y está incluida entre los objetivos del Campus de Excelencia Internacional Studii Salamantini de la Universidad de Salamanca, institución que, con el patrocinio del Banco Santander, convoca becas para realizar estudios de Doctorado durante el próximo curso académico 2021/2022.;https://rel-int.usal.es/images/docs/Becas_Internacionales/2021/Convocat.%20Doctorado%2021-22.pdf
Transcripciones/eurireland.ieassetsupl\PDF2.txt.csv;Becas Internacionales de Educación GOI-IES del Gobierno de Irlanda;Irlanda;Pregrado / Licenciatura, Maestría, Investigación;Gobierno de Irlanda;Las Becas Internacionales de Educación GOI-IES del Gobierno de Irlanda, 2021 se otorgarán a estudiantes de alto nivel de países no pertenecientes a la UE / EEE para estudiar a tiempo completo en Irlanda durante un período de un año.;https://eurireland.ie/assets/uploads/2021/02/GOI-IES-Call-2021-Final.pdf
Transcripciones/auip.orgimagesstories\PDF3.txt.csv;Becas para cursar Másteres Universitarios en la Universidad de Alcalá;España;Maestría;Universidad de Alcalá (UAH) y la Asociación Universitaria Iberoamericana de Postgrado (AUIP).;El programa financia 20 becas de alojamiento para la realización de estudios de Máster Universitario en la UAH. Las becas están dirigidas a estudiantes, profesores y egresados, interesados en realizar un Máster Universitario de los impartidos en la UAH, para el curso 2021/2022.;https://auip.org/images/stories/DATOS/PDF/2021/Becas_AUIP/bases_alcala_2021.pdf
Transcripciones/mfa.gov.azfilesshares\PDF4.txt.csv;Becas del Gobierno de Azerbaiyán para estudiantes internacionales;Azerbaiyán;Pregrado / Licenciatura, Maestría, Doctorado;Gobierno de Azerbaiyán;Los programas brindan una oportunidad para que los candidatos seleccionados estudien anualmente en las principales universidades de Azerbaiyán en cursos preparatorios, pregrado, posgrado, doctorado, medicina general / programas de residencia.;https://mfa.gov.az/files/shares/Scholarship/Call-for-Application-%202021.pdf
Transcripciones/portal.icetex.gov.coPor\PDF5.txt.csv;Becas crédito del Fondo Comunidades Negras – ICETEX, 2021-2;Colombia;Pregrado / Licenciatura, Maestría, Especialización, Doctorado;ICETEX;El Fondo Especial de Créditos Educativos de Comunidades Negras, es un mecanismo por medio del cual se facilita el acceso, la permanencia y la graduación de estudiantes de las Comunidades Negras al Sistema de Educación Superior incluyente, a fin de garantizarles el derecho a tener igualdad de oportunidades en relación con el resto de la sociedad colombiana.;https://portal.icetex.gov.co/Portal/docs/default-source/alianzas-y-fondos/fondos/instructivo-de-la-convocatoria/nueva-convocatoria-com-negras-2020-02-instructivo-texto.pdf?sfvrsn=40
Transcripciones/unileon.esfiles202\PDF6.txt.csv;Convocatoria de becas de excelencia para alumnado internacional de la Universidad de León. Programa de Máster. Curso 2021/22;España;Maestría;Universidad de León;Conceder 10 becas para estudiantes extranjeros que comiencen sus estudios de máster oficial en la Universidad de León, que sufragarían el estudio de expediente académico, los costes de matrícula de primer curso y una bolsa/ayuda para cubrir un seguro de salud y el desplazamiento de 1800 euros.;https://www.unileon.es/files/2021-06/convocatoria_talenunileon_master2021.pdf
Transcripciones/international.adelaide.e\PDF7.txt.csv;Adelaide Global Academic Excellence Scholarships for International Students;Australia;Pregrado / Licenciatura, Maestría, Doctorado;University of Adelaide;La Universidad de Adelaida ofrece dos becas por facultad que consisten en una reducción del 50% del costo de matricula, ya sea para hacer estudios de pregrado o posgrado, para el solicitante en su facultad con el puntaje más alto por encima de un ATAR de 98 o GPA de 6.8.;https://international.adelaide.edu.au/ua/media/1383/2021-2025-global-academic-excellence-scholarship.pdf
Transcripciones/uexternado.edu.cowp\PDF8.txt.csv;Becas universidad externado de colombia;Colombia;Pregrado / Licenciatura;Universidad Externado de Colombia;El Programa de Becas Crédito de la Universidad Externado de Colombia tiene por objetivo apoyar a los jóvenes aspirantes con dificultades económicas con el fin de que puedan adelantar sus estudios en educación superior. En este sentido, la Universidad entrega cada semestre 75 becas crédito a estudiantes que ingresan a la institución.;https://www.uexternado.edu.co/wp-content/uploads/2020/03/REGLAMENTO-PROGRAMA-DE-BECAS-CR%C3%89DITO-DE-LA-UNIVERSIDAD-EXTERNADO-DE-COLOMBIA.pdf
Transcripciones/Becas OEA Structuralia, 2021\PDF9.txt.csv;Becas OEA – Structuralia, 2021;Virtual;Maestría;Secretaría General de la Organización de los Estados Americanos (SG/OEA) y Soluciones Integrales de Formación y Gestión (STRUCTURALIA);Apoyar a individuos sobresalientes de las Américas mediante el auspicio de becas académicas, para continuar sus estudios de posgrado. La beca cubrirá el 50% o el 80% del costo total de la colegiatura en función del programa seleccionado. Los beneficios están sujetos al rendimiento académico del becario para mantener la beca durante la duración del programa de estudios. El becario debe mantener un promedio igual o superior a 6/10 en cada período académico.;http://www.oas.org/en/scholarships/PAEC/2021/Espanol_Convocatoria_STR_OEA_2021.pdf
Transcripciones/BecasQuiero\PDF10.txt.csv;Becas Quiero Máster universitario en Big Data y Daya Science;Virtual;Maestría;Universidad Internacional de Valencia;Estudiar una maestría en Big Data y Data science de manera virtual en la Universidad Internacional de Valencia.;https://becas.universidadviu.com/becas-ideo/wp-content/themes/ideo/pdf/_05_VIU_Catalogo_MU_BIG-Data_abril21_LATAM.pdf
Transcripciones/BecasQuiero\PDF11.txt.csv;Becas Quiero Máster universitario en Inteligencia Artificial;Virtual;Maestría;Universidad Internacional de Valencia;Estudiar una maestría en Inteligencia Artificial de manera virtual en la Universidad Internacional de Valencia.;https://www.universidadviu.com/co/maestria-en-inteligencia-artificial
Transcripciones/BecasQuiero\PDF12.txt.csv;Becas Quiero Máster universitario en Ciberseguridad;Virtual;Maestría;Universidad Internacional de Valencia;Estudiar una maestría en Ciberseguridad de manera virtual en la Universidad Internacional de Valencia.;https://www.universidadviu.com/co/maestria-ciberseguridad
Transcripciones/BecasQuiero\PDF13.txt.csv;Becas Quiero Máster universitario en desarrollo de aplicaciones y servicios web;Virtual;Maestría;Universidad Internacional de Valencia;Estudiar una maestría en desarrollo de aplicaciones y servicios web de manera virtual en la Universidad Internacional de Valencia.;https://www.universidadviu.com/co/maestria-desarrollo-web
